item,base_price,reference_currency,float_qty,n_listings,ask_min,ask_median,ask_max,pred_mean,pred_std,pred_cv,pred_min,pred_max,factor_mean,factor_std,factor_cv
AUG | Navy Murano (Factory New),15.84,,117,54,15.89,21.59,100.0,19.4872,4.064,0.2085,16.32,29.85,1.2303,0.2566,0.2085
AK-47 | Steel Delta (Factory New),24.86,,454,156,24.0,35.0,230.38,27.7831,4.2519,0.153,24.65,39.46,1.1176,0.171,0.153
Galil AR | Sandstorm (Minimal Wear),19.36,,172,78,24.11,38.265,3333.33,21.0463,3.1016,0.1474,19.1,30.3,1.0871,0.1602,0.1474
AUG | Aristocrat (Factory New),17.56,,154,56,18.18,25.0,142.35,20.0827,3.8937,0.1939,17.2,28.07,1.1437,0.2217,0.1939
AUG | Amber Slipstream (Factory New),2.49,,238,63,2.48,4.0,28.22,2.9684,0.6868,0.2314,2.41,4.1,1.1921,0.2758,0.2314
AUG | Arctic Wolf (Factory New),25.19,,203,57,24.14,38.37,164.9,29.6468,5.4598,0.1842,25.33,42.16,1.1769,0.2167,0.1842
AWP | Black Nile (Factory New),32.56,,449,175,34.1,52.18,4167.22,40.2368,8.1295,0.202,32.07,55.78,1.2358,0.2497,0.202
FAMAS | 2A2F (Factory New),9.69,,417,206,13.03,24.0,150.0,12.8625,2.0892,0.1624,10.32,17.56,1.3274,0.2156,0.1624
Dual Berettas | Anodized Navy (Factory New),25.48,,114,46,25.78,33.68,503.34,29.3265,3.5745,0.1219,25.38,40.37,1.151,0.1403,0.1219
Glock-18 | Winterized (Factory New),3.63,,373,146,3.58,5.6,351.86,4.5866,0.8509,0.1855,3.68,6.02,1.2635,0.2344,0.1855
P2000 | Granite Marbleized (Factory New),15.22,,61,32,16.25,23.025,300.0,18.0125,2.4056,0.1336,15.12,21.48,1.1835,0.1581,0.1336
AK-47 | Safari Mesh (Factory New),15.0,,366,147,15.55,25.0,50000.0,17.0796,1.7298,0.1013,15.74,25.7,1.1386,0.1153,0.1013
Five-SeveN | Nightshade (Factory New),21.05,,64,19,21.73,29.3,380.0,23.8084,4.5668,0.1918,20.56,32.08,1.131,0.217,0.1918
Tec-9 | Mummy's Rot (Factory New),29.81,,109,49,30.71,41.13,1113.55,36.0361,4.0641,0.1128,30.99,44.18,1.2089,0.1363,0.1128
AWP | POP AWP (Factory New),58.1,,609,182,60.74,87.265,2926.84,65.3917,9.5199,0.1456,57.45,104.19,1.1255,0.1639,0.1456
M4A1-S | Fizzy POP (Factory New),11.01,,844,179,11.92,21.2,500.72,13.1687,2.652,0.2014,11.08,19.6,1.1961,0.2409,0.2014
MAG-7 | Silver (Factory New),26.42,,129,37,31.1,57.37,100000.0,32.7665,5.6788,0.1733,26.15,46.64,1.2402,0.2149,0.1733
P250 | Mint Kimono (Factory New),23.35,,102,82,25.11,34.47,775.0,28.7368,5.1649,0.1797,23.62,40.89,1.2307,0.2212,0.1797
Desert Eagle | Urban DDPAT (Minimal Wear),16.4,,138,51,18.6,26.0,310.0,18.3841,3.0997,0.1686,16.32,26.16,1.121,0.189,0.1686
SSG 08 | Detour (Factory New),57.96,,134,50,66.04,93.71,100000.0,65.509,12.9703,0.198,56.72,116.7,1.1302,0.2238,0.198
AK-47 | Point Disarray (Factory New),82.84,,646,166,88.0,148.715,1687.17,87.453,11.3335,0.1296,79.55,117.37,1.0557,0.1368,0.1296
M4A1-S | Bright Water (Minimal Wear),70.15,,537,247,82.05,174.07,11689.12,70.7129,3.5991,0.0509,68.88,91.17,1.008,0.0513,0.0509
R8 Revolver | Fade (Field-Tested),82.03,,122,32,86.35,99.95,218.86,90.4559,6.2627,0.0692,79.31,99.71,1.1027,0.0763,0.0692
AK-47 | Wintergreen (Factory New),7.14,,1778,400,7.89,15.47,888.88,9.945,3.281,0.3299,7.48,43.17,1.3929,0.4595,0.3299
MAC-10 | Fade (Factory New),72.69,,834,324,75.52,115.155,1444.44,78.9706,6.8913,0.0873,70.88,112.91,1.0864,0.0948,0.0873
Galil AR | Cerberus (Field-Tested),37.76,,338,109,41.7,69.99,871.49,42.9394,5.7988,0.135,37.1,55.14,1.1372,0.1536,0.135
USP-S | Cortex (Field-Tested),3.86,,1947,400,3.9,5.0,500.94,4.0462,0.6275,0.1551,3.9,15.58,1.0482,0.1626,0.1551
AWP | Queen's Gambit (Field-Tested),74.11,,359,142,74.11,110.0,518.03,74.2368,0.8785,0.0118,74.11,83.18,1.0017,0.0119,0.0118
AK-47 | Phantom Disruptor (Factory New),34.77,,612,155,36.94,59.0,2317.67,39.2505,6.9114,0.1761,34.13,71.77,1.1289,0.1988,0.1761
AWP | Redline (Minimal Wear),72.64,,1772,400,73.59,170.0,20000.0,74.8965,7.1293,0.0952,70.81,115.29,1.0311,0.0981,0.0952
Sawed-Off | The Kraken (Minimal Wear),84.57,,75,21,85.34,100.0,2000.0,84.4157,1.9539,0.0231,82.41,88.93,0.9982,0.0231,0.0231
M4A1-S | Black Lotus (Well-Worn),6.29,,217,84,6.13,8.06,60.0,6.3106,0.1396,0.0221,6.15,6.95,1.0033,0.0222,0.0221
XM1014 | Ziggy (Factory New),7.71,,164,51,8.83,17.32,109.99,9.7492,2.0603,0.2113,7.64,12.93,1.2645,0.2672,0.2113
SSG 08 | Turbo Peek (Field-Tested),16.75,,437,151,17.61,24.75,70.0,18.1542,1.3901,0.0766,17.09,22.91,1.0838,0.083,0.0766
USP-S | Purple DDPAT (Field-Tested),16.09,,92,17,15.9,22.2,60.6,15.9041,0.2171,0.0137,15.72,16.58,0.9884,0.0135,0.0137
AUG | Spalted Wood (Factory New),10.26,,124,48,10.68,15.47,50.0,10.68,1.6028,0.1501,9.85,16.33,1.0409,0.1562,0.1501
M4A1-S | Nightmare (Field-Tested),9.16,,1171,370,9.1,12.36,199.49,9.7184,0.9702,0.0998,9.15,13.42,1.061,0.1059,0.0998
Desert Eagle | Crimson Web (Minimal Wear),40.61,,527,186,40.58,71.55,1500.0,43.9669,5.9018,0.1342,39.85,60.88,1.0827,0.1453,0.1342
AUG | Chameleon (Minimal Wear),81.25,,317,94,80.1,95.88,585.85,81.1936,1.6183,0.0199,79.35,85.1,0.9993,0.0199,0.0199
P90 | Storm (Minimal Wear),3.45,,58,30,3.3,4.1,20.0,3.8073,0.688,0.1807,3.33,5.37,1.1036,0.1994,0.1807
AWP | Elite Build (Field-Tested),14.37,,446,161,14.09,34.0,269.0,14.4016,0.5868,0.0407,13.97,18.3,1.0022,0.0408,0.0407
M4A1-S | Dark Water (Field-Tested),75.24,,134,68,74.5,167.17000000000002,2800.0,73.8837,0.709,0.0096,72.93,76.85,0.982,0.0094,0.0096
Tec-9 | Decimator (Minimal Wear),36.59,,162,59,38.42,54.78,584.07,39.1966,3.1052,0.0792,36.37,46.6,1.0712,0.0849,0.0792
USP-S | Para Green (Field-Tested),8.6,,145,50,8.79,14.965,80.0,8.4512,0.1529,0.0181,8.32,9.08,0.9827,0.0178,0.0181
MP5-SD | Bamboo Garden (Factory New),9.84,,184,58,10.37,15.36,1254.89,12.3205,2.9585,0.2401,10.2,18.73,1.2521,0.3007,0.2401
SSG 08 | Big Iron (Minimal Wear),15.07,,162,79,15.95,21.62,10204.09,16.7024,1.9526,0.1169,15.02,20.31,1.1083,0.1296,0.1169
AK-47 | Cartel (Battle-Scarred),17.16,,150,60,17.0,33.0,666.0,17.3825,2.7433,0.1578,16.59,37.75,1.013,0.1599,0.1578
Tec-9 | Snek-9 (Factory New),13.56,,123,55,13.17,19.42,49.23,16.2953,2.1889,0.1343,13.77,20.96,1.2017,0.1614,0.1343
R8 Revolver | Phoenix Marker (Factory New),22.75,,234,96,21.78,31.8,288.88,25.5182,5.5962,0.2193,21.58,40.35,1.1217,0.246,0.2193
PP-Bizon | Chemical Green (Factory New),27.61,,114,37,27.04,37.0,980.0,30.4322,4.8522,0.1594,22.85,42.62,1.1022,0.1757,0.1594
P250 | Mint Kimono (Minimal Wear),12.05,,101,43,11.5,14.49,74.83,12.6737,1.0179,0.0803,11.71,14.74,1.0518,0.0845,0.0803
P250 | Vino Primo (Factory New),34.08,,220,98,34.79,45.88,584.07,42.7278,8.2339,0.1927,34.4,64.56,1.2537,0.2416,0.1927
CZ75-Auto | Circaetus (Factory New),4.68,,170,77,4.58,6.5,29.0,5.6596,0.979,0.173,4.56,7.67,1.2093,0.2092,0.173
MP7 | Vault Heist (Factory New),30.32,,110,57,31.24,39.0,666.0,31.2905,6.6236,0.2117,27.18,50.27,1.032,0.2185,0.2117
P250 | Contaminant (Factory New),12.87,,92,48,11.9,13.65,215.21,14.4979,2.7558,0.1901,11.99,20.13,1.1265,0.2141,0.1901
R8 Revolver | Bone Forged (Factory New),1.83,,335,69,1.79,3.06,55.64,2.1928,0.5534,0.2524,1.67,3.17,1.1982,0.3024,0.2524
P250 | Steel Disruption (Factory New),14.81,,121,65,14.43,22.98,9999.0,16.4134,2.7757,0.1691,14.65,24.2,1.1083,0.1874,0.1691
SG 553 | Barricade (Factory New),16.46,,148,68,15.92,21.37,350.0,20.8347,4.5611,0.2189,16.34,31.12,1.2658,0.2771,0.2189
AWP | Exoskeleton (Factory New),60.11,,326,102,59.04,84.925,1558.48,66.4776,8.3904,0.1262,55.67,86.17,1.1059,0.1396,0.1262
USP-S | Royal Guard (Minimal Wear),3.95,,1251,400,4.1,7.365,1500.0,4.8396,0.5591,0.1155,4.29,8.56,1.2252,0.1415,0.1155
P90 | Sand Spray (Factory New),1.74,,85,35,2.51,3.85,39.9,2.39,0.4411,0.1846,1.75,3.38,1.3736,0.2535,0.1846
AWP | Atheris (Factory New),46.54,,447,168,46.08,66.65,1999.0,54.5817,46.3505,0.8492,44.7,644.92,1.1728,0.9959,0.8492
P2000 | Panther Camo (Factory New),27.12,,80,54,27.89,36.01,540.0,30.4719,6.1173,0.2008,26.33,45.04,1.1236,0.2256,0.2008
SSG 08 | Spring Twilly (Factory New),10.45,,326,94,10.02,17.39,1180.62,12.2136,2.6465,0.2167,9.61,17.64,1.1688,0.2533,0.2167
CZ75-Auto | Midnight Palm (Factory New),9.8,,118,47,9.67,14.59,3299.0,12.3394,2.9128,0.2361,9.08,16.79,1.2591,0.2972,0.2361
MAC-10 | Pipsqueak (Factory New),4.96,,1153,400,5.09,8.0,160.0,6.2633,1.1817,0.1887,4.87,9.59,1.2628,0.2383,0.1887
P90 | Verdant Growth (Factory New),9.08,,207,100,9.36,12.16,77.77,10.113,1.9289,0.1907,9.12,17.48,1.1138,0.2124,0.1907
P2000 | Turf (Factory New),20.72,,124,42,23.17,32.03,1500.0,28.3607,5.7037,0.2011,20.66,37.0,1.3688,0.2753,0.2011
R8 Revolver | Blaze (Factory New),4.14,,1191,400,4.42,6.005,338.86,5.2855,0.677,0.1281,4.37,7.57,1.2767,0.1635,0.1281
CZ75-Auto | Polymer (Factory New),8.57,,163,70,8.75,12.57,55.89,10.4694,2.4567,0.2347,7.57,14.29,1.2216,0.2867,0.2347
MP9 | Orange Peel (Factory New),8.14,,89,43,8.1,12.38,130.22,9.5849,1.4629,0.1526,8.01,12.2,1.1775,0.1797,0.1526
MAC-10 | Carnivore (Factory New),8.61,,96,40,8.7,12.165,94.14,10.5665,1.9832,0.1877,8.2,14.26,1.2272,0.2303,0.1877
Tec-9 | Rust Leaf (Factory New),27.41,,69,26,28.89,31.675,228.93,30.8623,5.4673,0.1772,26.93,42.72,1.126,0.1995,0.1772
USP-S | Royal Guard (Factory New),11.1,,1298,400,11.1,18.47,1449.0,13.64,3.2297,0.2368,11.09,34.83,1.2288,0.291,0.2368
SG 553 | Atlas (Factory New),3.97,,65,23,4.07,7.68,15.31,5.4274,1.0733,0.1978,3.91,6.79,1.3671,0.2704,0.1978
PP-Bizon | Brass (Factory New),6.84,,439,153,6.27,10.7,137.7,8.5433,1.5286,0.1789,6.35,11.77,1.249,0.2235,0.1789
Glock-18 | Mirror Mosaic (Battle-Scarred),4.69,,324,62,4.79,7.0,214.07,5.3039,0.6809,0.1284,4.65,6.87,1.1309,0.1452,0.1284
UMP-45 | Full Stop (Factory New),9.14,,101,53,8.99,12.13,50.0,11.5092,2.5394,0.2206,9.19,15.63,1.2592,0.2778,0.2206
USP-S | Blueprint (Minimal Wear),23.73,,460,141,26.58,39.0,300.0,26.9376,1.2338,0.0458,24.1,31.42,1.1352,0.052,0.0458
MAG-7 | Bulldozer (Minimal Wear),36.72,,137,73,36.99,65.97,7216.22,42.2448,4.8692,0.1153,37.11,52.36,1.1505,0.1326,0.1153
Galil AR | Urban Rubble (Factory New),38.76,,57,25,37.15,50.0,500.0,44.6744,7.2389,0.162,37.34,56.48,1.1526,0.1868,0.162
SSG 08 | Dark Water (Minimal Wear),13.65,,86,49,14.5,19.99,2000.0,15.5208,3.6238,0.2335,13.61,37.26,1.1371,0.2655,0.2335
P2000 | Ivory (Factory New),17.11,,105,40,16.5,22.04,520.0,20.2088,3.0222,0.1495,16.8,27.79,1.1811,0.1766,0.1495
FAMAS | Pulse (Factory New),57.67,,379,141,61.63,107.0,8500.0,64.141,21.9897,0.3428,48.58,305.36,1.1122,0.3813,0.3428
Nova | Wurst Hölle (Factory New),3.29,,201,400,3.94,5.855,275.0,4.2621,0.7198,0.1689,3.5,5.98,1.2955,0.2188,0.1689
G3SG1 | Orange Kimono (Factory New),14.53,,70,29,14.27,19.99,99.0,18.4593,4.3613,0.2363,14.4,27.3,1.2704,0.3002,0.2363
MP9 | Sand Dashed (Factory New),2.9,,125,61,2.81,4.05,55.0,3.6015,0.5433,0.1508,2.99,4.85,1.2419,0.1873,0.1508
Galil AR | Chromatic Aberration (Factory New),50.84,,251,84,50.0,68.435,1499.0,55.9088,9.5863,0.1715,48.87,85.56,1.0997,0.1886,0.1715
MP5-SD | Statics (Factory New),3.77,,131,56,3.9,5.145,37.04,4.4796,0.9101,0.2032,3.77,6.45,1.1882,0.2414,0.2032
SSG 08 | Azure Glyph (Factory New),7.49,,126,51,7.8,11.0,250.0,9.0735,3.6583,0.4032,7.77,33.8,1.2114,0.4884,0.4032
MP7 | Nemesis (Factory New),32.19,,200,91,30.95,44.42,229.95,35.9008,5.9141,0.1647,31.19,53.93,1.1153,0.1837,0.1647
FAMAS | Eye of Athena (Factory New),67.63,,136,51,71.71,98.0,3948.69,78.3576,14.1476,0.1806,66.5,105.96,1.1586,0.2092,0.1806
P2000 | Pathfinder (Factory New),39.22,,39,19,37.0,46.85,93.41,46.3747,8.2111,0.1771,39.18,66.32,1.1824,0.2094,0.1771
MAC-10 | Palm (Factory New),6.07,,140,105,5.99,8.51,50.0,6.5973,0.7354,0.1115,5.97,8.82,1.0869,0.1212,0.1115
SSG 08 | Red Stone (Minimal Wear),11.61,,137,56,11.17,12.355,29.99,12.3455,1.3535,0.1096,11.6,17.44,1.0634,0.1166,0.1096
Negev | Nuclear Waste (Factory New),14.09,,64,25,15.0,35.25,1412.06,16.1648,3.2376,0.2003,14.27,24.98,1.1473,0.2298,0.2003
Sawed-Off | Bamboo Shadow (Factory New),13.48,,85,41,12.9,19.97,1000.0,17.6798,4.582,0.2592,13.68,25.93,1.3116,0.3399,0.2592
P250 | Boreal Forest (Factory New),6.58,,66,30,6.74,13.525,999.0,7.8307,1.1325,0.1446,6.56,9.91,1.1901,0.1721,0.1446
Galil AR | Firefight (Factory New),25.24,,197,82,24.97,33.445,120.0,29.6559,5.0685,0.1709,24.97,40.28,1.175,0.2008,0.1709
XM1014 | Scumbria (Factory New),4.69,,22,21,4.92,6.65,50.0,6.0529,1.1664,0.1927,4.68,8.01,1.2906,0.2487,0.1927
UMP-45 | Momentum (Minimal Wear),5.49,,463,114,5.37,7.0,50.0,5.8716,0.9032,0.1538,5.3,8.04,1.0695,0.1645,0.1538
P2000 | Space Race (Factory New),54.84,,121,48,57.47,77.78,188.88,62.4073,10.7295,0.1719,54.76,91.41,1.138,0.1957,0.1719
Glock-18 | Royal Legion (Factory New),70.71,,122,42,70.0,92.745,1050.0,79.04,8.1684,0.1033,69.35,95.85,1.1178,0.1155,0.1033
P250 | Asiimov (Minimal Wear),61.5,,198,82,59.0,82.91499999999999,4500.0,67.747,11.5455,0.1704,59.83,102.62,1.1016,0.1877,0.1704
P2000 | Dispatch (Factory New),50.32,,83,43,50.0,76.03,413.07,55.2,7.786,0.1411,47.34,69.21,1.097,0.1547,0.1411
SG 553 | Fallout Warning (Factory New),16.06,,105,41,14.56,22.48,222.22,20.3815,4.0531,0.1989,16.15,28.71,1.2691,0.2524,0.1989
PP-Bizon | High Roller (Factory New),52.23,,139,52,50.0,71.07,400.0,59.3094,10.3308,0.1742,50.83,81.55,1.1355,0.1978,0.1742
CZ75-Auto | Slalom (Factory New),28.1,,253,99,28.89,61.17,520.59,38.0747,8.6693,0.2277,29.09,50.87,1.355,0.3085,0.2277
M4A4 | Jungle Tiger (Minimal Wear),32.57,,73,34,33.21,75.495,7000.0,36.2282,4.9938,0.1378,32.16,46.91,1.1123,0.1533,0.1378
M4A4 | Choppa (Factory New),2.43,,908,400,2.39,3.585,750.0,2.7388,0.4361,0.1592,2.4,4.07,1.1271,0.1795,0.1592
MP7 | Prey (Factory New),3.79,,331,172,3.9,5.3,31.9,3.9966,0.5416,0.1355,3.77,7.01,1.0545,0.1429,0.1355
UMP-45 | K.O. Factory (Minimal Wear),7.19,,609,195,7.08,11.8,40.2,8.9555,1.8356,0.205,7.05,11.92,1.2456,0.2553,0.205
Sawed-Off | Jungle Thicket (Factory New),8.45,,156,80,8.1,9.85,41.75,9.6706,1.8584,0.1922,8.78,15.54,1.1445,0.2199,0.1922
MAC-10 | Rangeen (Factory New),2.86,,176,41,2.75,4.36,1074.12,3.4573,0.7452,0.2155,2.81,4.72,1.2089,0.2605,0.2155
Tec-9 | Titanium Bit (Factory New),31.0,,102,51,31.0,41.69,300.0,33.1925,4.4576,0.1343,30.36,47.22,1.0707,0.1438,0.1343
Dual Berettas | Twin Turbo (Minimal Wear),6.94,,231,90,7.23,9.44,133.7,7.7259,0.6852,0.0887,7.19,9.44,1.1132,0.0987,0.0887
CZ75-Auto | Pole Position (Factory New),12.76,,159,58,12.62,24.24,750.0,15.9716,3.5769,0.224,12.59,22.12,1.2517,0.2803,0.224
XM1014 | Tranquility (Factory New),44.52,,118,36,44.54,56.5,200.0,51.0103,10.3613,0.2031,44.07,73.32,1.1458,0.2327,0.2031
Desert Eagle | Light Rail (Factory New),16.95,,331,111,16.88,26.95,800.0,20.0704,3.0572,0.1523,16.97,26.95,1.1841,0.1804,0.1523
CZ75-Auto | Indigo (Factory New),18.61,,24,17,22.89,32.05,350.44,20.0018,2.9741,0.1487,18.14,27.49,1.0748,0.1598,0.1487
Five-SeveN | Capillary (Factory New),3.91,,164,52,3.59,6.785,82.78,5.1256,1.0652,0.2078,3.76,6.71,1.3109,0.2724,0.2078
Dual Berettas | Twin Turbo (Factory New),41.68,,257,81,40.5,67.0,402.36,46.2927,9.315,0.2012,40.35,74.12,1.1107,0.2235,0.2012
P250 | Mehndi (Battle-Scarred),14.45,,36,37,14.45,17.99,555.55,14.5957,1.7993,0.1233,13.69,21.19,1.0101,0.1245,0.1233
M4A4 | Evil Daimyo (Factory New),11.78,,1541,400,11.9,25.365,28825.32,12.9867,1.9312,0.1487,11.88,19.28,1.1024,0.1639,0.1487
AUG | Eye of Zapems (Factory New),20.49,,749,400,21.0,37.77,1800.0,24.6508,4.4721,0.1814,21.24,55.39,1.2031,0.2183,0.1814
MP7 | Cirrus (Factory New),22.9,,186,70,23.44,31.515,3000.0,28.5573,4.9849,0.1746,22.34,36.97,1.247,0.2177,0.1746
Five-SeveN | Hot Shot (Factory New),94.37,,87,27,128.0,160.63,1168.14,111.0881,18.5925,0.1674,91.98,157.53,1.1772,0.197,0.1674
AUG | Plague (Factory New),9.16,,63,21,11.11,15.13,213.73,11.1071,2.2512,0.2027,8.86,14.16,1.2126,0.2458,0.2027
PP-Bizon | Osiris (Factory New),5.64,,359,99,5.59,13.38,1430.52,6.4786,1.4836,0.229,5.47,9.72,1.1487,0.2631,0.229
MP7 | Forest DDPAT (Factory New),5.13,,98,36,5.0,7.83,33333.33,5.9594,0.8396,0.1409,4.94,7.54,1.1617,0.1637,0.1409
Desert Eagle | Night (Minimal Wear),22.58,,417,202,22.4,38.96,488.0,25.2308,8.2216,0.3259,22.37,132.14,1.1174,0.3641,0.3259
Galil AR | Control (Factory New),6.26,,659,227,5.93,10.82,92.62,7.7856,1.5762,0.2025,6.24,10.67,1.2437,0.2518,0.2025
AK-47 | Baroque Purple (Minimal Wear),13.78,,539,160,14.07,24.725,292.03,14.5336,0.7991,0.055,14.0,21.08,1.0547,0.058,0.055
R8 Revolver | Fade (Minimal Wear),83.77,,252,50,86.45,102.23,500.0,90.5048,8.3498,0.0923,80.53,109.11,1.0804,0.0997,0.0923
MAG-7 | Sonar (Factory New),8.83,,116,27,9.59,14.65,2500.0,12.8196,3.5897,0.28,8.73,26.73,1.4518,0.4065,0.28
Galil AR | Amber Fade (Factory New),80.99,,119,56,86.0,117.22,3759.0,87.2471,12.9486,0.1484,77.32,120.06,1.0773,0.1599,0.1484
Nova | Moon in Libra (Factory New),9.04,,125,82,8.78,15.685,841.11,11.662,2.7359,0.2346,9.21,16.99,1.29,0.3026,0.2346
M4A1-S | Glitched Paint (Minimal Wear),4.57,,1132,309,4.67,7.99,70.0,5.355,1.2212,0.2281,4.6,23.3,1.1718,0.2672,0.2281
Five-SeveN | Boost Protocol (Factory New),12.98,,549,75,13.12,17.0,555.0,14.3143,2.2908,0.16,13.1,21.8,1.1028,0.1765,0.16
M4A1-S | Moss Quartz (Field-Tested),34.81,,154,52,35.99,49.92,346.61,35.7192,2.3868,0.0668,34.25,46.58,1.0261,0.0686,0.0668
AK-47 | Searing Rage (Well-Worn),4.4,,545,251,4.36,5.01,45.0,4.3727,0.1421,0.0325,4.31,6.23,0.9938,0.0323,0.0325
AWP | Mortis (Field-Tested),3.77,,2138,400,3.77,5.045,700.0,3.9137,0.1989,0.0508,3.8,6.77,1.0381,0.0528,0.0508
P250 | Muertos (Factory New),34.8,,376,166,34.7,48.705,899.0,37.2502,5.2662,0.1414,34.44,58.04,1.0704,0.1513,0.1414
P250 | Mint Kimono (Field-Tested),9.58,,133,19,10.33,12.25,23.99,9.6563,0.5301,0.0549,9.19,10.51,1.008,0.0553,0.0549
Galil AR | Sky Mandala (Factory New),2.69,,947,319,2.8,6.65,174.27,2.72,0.5364,0.1972,2.69,12.27,1.0112,0.1994,0.1972
Dual Berettas | Demolition (Field-Tested),30.72,,72,27,31.51,50.16,3000.0,34.8615,4.6509,0.1334,30.83,48.84,1.1348,0.1514,0.1334
SG 553 | Cyrex (Factory New),48.94,,163,39,48.0,70.76,172.79,54.1467,8.9977,0.1662,48.14,78.61,1.1064,0.1839,0.1662
MP7 | Scorched (Field-Tested),9.06,,80,20,8.99,9.75,24.99,9.1045,0.2351,0.0258,8.87,9.7,1.0049,0.026,0.0258
AK-47 | Jungle Spray (Minimal Wear),49.54,,159,55,49.87,76.19,2500.0,52.0342,5.9545,0.1144,48.45,69.76,1.0503,0.1202,0.1144
Tec-9 | Urban DDPAT (Factory New),5.13,,147,52,4.9,8.205,141.0,5.67,0.7288,0.1285,4.99,7.05,1.1053,0.1421,0.1285
P250 | Franklin (Factory New),6.76,,952,326,6.79,11.64,2634.11,7.8569,1.393,0.1773,7.01,11.88,1.1623,0.2061,0.1773
AK-47 | Safety Net (Field-Tested),2.94,,738,208,2.92,4.595,69.42,3.0527,0.1871,0.0613,2.9,4.83,1.0383,0.0637,0.0613
MP7 | Bloodsport (Minimal Wear),45.41,,853,189,46.49,65.0,249.99,52.6596,7.7869,0.1479,45.78,72.85,1.1596,0.1715,0.1479
M4A4 | Tooth Fairy (Factory New),21.2,,668,225,21.2,38.88,28098.6,25.4924,4.7325,0.1856,21.25,37.03,1.2025,0.2232,0.1856
CZ75-Auto | Vendetta (Factory New),9.12,,46,13,8.45,11.4,200.0,10.8438,1.8674,0.1722,8.99,13.63,1.189,0.2048,0.1722
AK-47 | Cartel (Factory New),92.23,,445,137,89.9,139.59,1353.66,98.9909,13.0665,0.132,89.59,136.7,1.0733,0.1417,0.132
FAMAS | Yeti Camo (Factory New),3.86,,775,300,4.04,6.82,1206.81,5.1452,1.0705,0.2081,4.11,7.9,1.3329,0.2773,0.2081
AWP | Queen's Gambit (Well-Worn),62.54,,229,90,61.0,70.41,462.33,62.5523,0.1005,0.0016,62.54,63.48,1.0002,0.0016,0.0016
P90 | Blind Spot (Factory New),24.02,,148,85,22.27,65.0,1300.02,24.7153,2.7416,0.1109,23.43,34.44,1.0289,0.1141,0.1109
P90 | Cold Blooded (Factory New),86.85,,157,83,85.9,132.8,1500.0,93.4549,12.0819,0.1293,84.82,133.31,1.076,0.1391,0.1293
Five-SeveN | Monkey Business (Minimal Wear),72.74,,138,56,72.0,93.215,514.35,76.0175,7.907,0.104,70.31,98.64,1.0451,0.1087,0.104
Five-SeveN | Anodized Gunmetal (Factory New),25.78,,162,66,23.96,34.22,2500.0,27.9859,3.4666,0.1239,25.47,43.05,1.0856,0.1345,0.1239
SCAR-20 | Emerald (Factory New),56.34,,199,102,55.94,83.465,1248.87,59.0725,5.228,0.0885,52.9,78.3,1.0485,0.0928,0.0885
P90 | ScaraB Rush (Factory New),46.45,,114,58,46.0,76.57499999999999,1054.68,60.6519,10.3472,0.1706,49.19,76.25,1.3057,0.2228,0.1706
M4A4 | Etch Lord (Factory New),8.14,,501,180,7.94,13.25,100000.0,9.9241,1.8667,0.1881,8.25,14.35,1.2192,0.2293,0.1881
Dual Berettas | Balance (Minimal Wear),4.04,,78,21,4.1,5.53,17.97,4.2624,0.1569,0.0368,4.17,4.75,1.055,0.0388,0.0368
Tec-9 | Bamboozle (Factory New),16.75,,176,52,16.34,22.0,350.44,18.8463,2.9326,0.1556,16.39,26.04,1.1252,0.1751,0.1556
MAC-10 | Nuclear Garden (Factory New),61.49,,116,61,61.58,88.88,702.14,67.7034,9.3643,0.1383,61.48,95.71,1.101,0.1523,0.1383
AK-47 | The Oligarch (Well-Worn),45.35,,241,86,46.68,60.97,500.0,45.5224,1.4887,0.0327,44.22,57.57,1.0038,0.0328,0.0327
USP-S | 27 (Factory New),10.31,,157,85,10.19,17.82,400.0,12.0234,1.784,0.1484,10.13,15.4,1.1662,0.173,0.1484
AWP | Sun in Leo (Factory New),82.99,,1120,394,81.09,127.105,2981.78,87.6498,12.249,0.1397,80.26,148.24,1.0561,0.1476,0.1397
M4A4 | The Battlestar (Minimal Wear),43.88,,331,85,43.28,65.0,239.9,44.9173,2.3513,0.0523,43.41,61.04,1.0236,0.0536,0.0523
Glock-18 | Shinobu (Well-Worn),4.39,,526,283,4.35,5.01,50.0,4.3671,0.1387,0.0318,4.32,5.79,0.9948,0.0316,0.0318
P250 | Red Tide (Factory New),2.53,,374,129,2.94,5.04,150.0,3.6713,0.7737,0.2107,2.72,4.82,1.4511,0.3058,0.2107
AK-47 | Elite Build (Factory New),11.52,,1093,341,11.32,21.6,3250.0,12.6198,1.6047,0.1272,11.31,20.4,1.0955,0.1393,0.1272
AK-47 | Emerald Pinstripe (Field-Tested),2.77,,1083,322,2.95,12.565,6666.67,3.0315,1.3238,0.4367,2.78,25.74,1.0944,0.4779,0.4367
USP-S | Royal Blue (Minimal Wear),25.11,,386,210,25.11,50.0,500.0,26.5148,2.5404,0.0958,24.84,34.35,1.0559,0.1012,0.0958
Nova | Rising Skull (Factory New),12.54,,71,20,11.85,16.84,2000.0,54.3565,182.8269,3.3635,12.03,831.02,4.3346,14.5795,3.3635
Galil AR | Kami (Factory New),14.43,,238,37,14.22,19.37,750.0,15.6876,2.1571,0.1375,14.31,21.85,1.0871,0.1495,0.1375
