market_hash_name,listing_id,asset_id,ask,ask_seller_net,float_value,paint_seed,asset_properties_json,converted_price,converted_fee,converted_currencyid,scm_total_listings
AK-47 | Searing Rage (Minimal Wear),514122412693763872,52558664503,10.3,8.97,0.12470553070307,556,,897,133,2003,416
AK-47 | Searing Rage (Minimal Wear),556905160397056772,48257916435,10.35,9.0,0.14333038032055,356,,900,135,2003,416
AK-47 | Searing Rage (Minimal Wear),531009462444554906,51786775338,10.35,9.0,0.12175078690052,474,,900,135,2003,416
AK-47 | Searing Rage (Minimal Wear),517500112425114333,52563439223,10.35,9.0,0.14624306559563,893,,900,135,2003,416
AK-47 | Searing Rage (Minimal Wear),527633211595538997,52587847741,10.35,9.0,0.1229133605957,361,,900,135,2003,416
AK-47 | Searing Rage (Minimal Wear),558031060287459808,52392127184,10.35,9.0,0.12884646654129,834,,900,135,2003,416
AK-47 | Searing Rage (Minimal Wear),492730314456321501,48166703062,10.35,9.0,0.12683743238449,492,,900,135,2003,416
AK-47 | Searing Rage (Minimal Wear),509619265318796398,52587625084,10.46,9.1,0.14256954193115,580,,910,136,2003,416
AK-47 | Searing Rage (Minimal Wear),551275025768911879,52266461189,10.46,9.1,0.14946547150612,432,,910,136,2003,416
AK-47 | Searing Rage (Minimal Wear),551275025768911555,52272846043,10.46,9.1,0.14914381504059,197,,910,136,2003,416
AK-47 | Searing Rage (Minimal Wear),551275025768911411,52260224262,10.46,9.1,0.14473839104176,356,,910,136,2003,416
AK-47 | Searing Rage (Minimal Wear),511870612906545371,52566221542,10.48,9.12,0.13239161670208,721,,912,136,2003,416
AK-47 | Searing Rage (Minimal Wear),521999091286411409,51446730077,10.48,9.12,0.14656817913055,202,,912,136,2003,416
AK-47 | Searing Rage (Minimal Wear),588432347245724823,52761536242,10.48,9.12,0.14122532308102,896,,912,136,2003,416
AK-47 | Searing Rage (Minimal Wear),507360492278451145,51191505962,10.5,9.14,0.14459922909737,546,,914,136,2003,416
AK-47 | Searing Rage (Minimal Wear),507360492278506009,51178697947,10.5,9.14,0.14510501921177,208,,914,136,2003,416
AK-47 | Searing Rage (Minimal Wear),507360492278453413,51191505967,10.5,9.14,0.14621628820896,149,,914,136,2003,416
AK-47 | Searing Rage (Minimal Wear),512990877839045795,50494208826,10.52,9.16,0.14246053993702,707,,916,136,2003,416
AK-47 | Searing Rage (Minimal Wear),533261262211941225,52276155920,10.53,9.17,0.13846930861473,153,,917,136,2003,416
AK-47 | Searing Rage (Minimal Wear),525374890948732051,50034568798,10.54,9.18,0.12629213929176,587,,918,136,2003,416
AK-47 | Searing Rage (Minimal Wear),523130153380671685,52719097789,10.58,9.2,0.11705206334591,958,,920,138,2003,416
AK-47 | Searing Rage (Minimal Wear),537764226897149191,47740016448,10.61,9.23,0.14925734698772,297,,923,138,2003,416
AK-47 | Searing Rage (Minimal Wear),512996512781401015,49678549125,10.62,9.24,0.1350861787796,405,,924,138,2003,416
AK-47 | Searing Rage (Minimal Wear),560282860061010009,48575274043,10.62,9.24,0.13609799742699,364,,924,138,2003,416
AK-47 | Searing Rage (Minimal Wear),500612066066421893,52189145995,10.65,9.27,0.1477133333683,591,,927,138,2003,416
AK-47 | Searing Rage (Minimal Wear),527633211603156453,48511480060,10.73,9.34,0.14650300145149,564,,934,139,2003,416
AK-47 | Searing Rage (Minimal Wear),492730314483220521,52354121048,10.78,9.39,0.13243743777275,333,,939,139,2003,416
AK-47 | Searing Rage (Minimal Wear),510739458498856599,50881032519,10.85,9.44,0.12717758119106,220,,944,141,2003,416
AK-47 | Searing Rage (Minimal Wear),524255964113179411,52704747595,10.88,9.47,0.14317420125008,19,,947,141,2003,416
AK-47 | Searing Rage (Minimal Wear),505110592701832500,47884113316,10.93,9.51,0.13678973913193,588,,951,142,2003,416
AK-47 | Searing Rage (Minimal Wear),498360355421528950,52703633038,10.98,9.56,0.13277187943459,760,,956,142,2003,416
AK-47 | Searing Rage (Minimal Wear),547897961036430720,52196968167,11.0,9.58,0.149285197258,540,,958,142,2003,416
AK-47 | Searing Rage (Minimal Wear),490479056078069193,51997441175,11.0,9.58,0.13578407466412,552,,958,142,2003,416
AK-47 | Searing Rage (Minimal Wear),506234592332375328,50118373456,11.0,9.58,0.14596404135227,781,,958,142,2003,416
AK-47 | Searing Rage (Minimal Wear),506237126801855525,50160794529,11.0,9.58,0.12060877680779,458,,958,142,2003,416
AK-47 | Searing Rage (Minimal Wear),658230515418688934,50613117537,11.0,9.58,0.12565407156944,732,,958,142,2003,416
AK-47 | Searing Rage (Minimal Wear),558029156717166601,51962045425,11.05,9.61,0.13937926292419,327,,961,144,2003,416
AK-47 | Searing Rage (Minimal Wear),549023225931556670,51840113217,11.05,9.61,0.1248993948102,866,,961,144,2003,416
AK-47 | Searing Rage (Minimal Wear),534387162214371360,51315096290,11.05,9.61,0.12896224856377,878,,961,144,2003,416
AK-47 | Searing Rage (Minimal Wear),537764861828991871,52220051401,11.08,9.64,0.13823871314526,890,,964,144,2003,416
AK-47 | Searing Rage (Minimal Wear),517494477419502418,44841919555,11.08,9.64,0.12048323452473,518,,964,144,2003,416
AK-47 | Searing Rage (Minimal Wear),524256052558968569,50929940017,11.11,9.67,0.14503228664398,697,,967,144,2003,416
AK-47 | Searing Rage (Minimal Wear),509614192330615753,51288274824,11.2,9.75,0.14957556128502,250,,975,145,2003,416
AK-47 | Searing Rage (Minimal Wear),532134727333313890,52211429100,11.23,9.78,0.12616169452667,853,,978,145,2003,416
AK-47 | Searing Rage (Minimal Wear),516368958028391740,51635309581,11.27,9.8,0.13663464784622,728,,980,147,2003,416
AK-47 | Searing Rage (Minimal Wear),544519626318278339,52143605196,11.27,9.8,0.13510197401047,844,,980,147,2003,416
AK-47 | Searing Rage (Minimal Wear),588432347251242327,52828302258,11.3,9.83,0.13784712553024,420,,983,147,2003,416
AK-47 | Searing Rage (Minimal Wear),552399657193161696,51728949018,11.34,9.87,0.13063880801201,386,,987,147,2003,416
AK-47 | Searing Rage (Minimal Wear),550149760803978688,51308744869,11.45,9.97,0.14389552175999,885,,997,148,2003,416
AK-47 | Searing Rage (Minimal Wear),528757662672620920,48410736834,11.5,10.0,0.14766900241375,317,,1000,150,2003,416
