item,status,error,sort_by,collected_at_utc,base_price,currency,n_listings,cap_hit,discount_sample_n,avg_discount,median_discount,avg_ask,avg_predicted,key_trace,steam_sales_7d_mean,steam_sales_7d_median,steam_sales_7d_p10,steam_sales_7d_p25,steam_sales_7d_p75,steam_sales_7d_p90,steam_sales_7d_min,steam_sales_7d_max,steam_sales_7d_n,steam_sales_7d_iqr_risk%,steam_sales_7d_band_risk%,steam_sales_7d_downside_risk%,steam_sales_7d_tail_ratio,steam_turnover_proxy,steam_discount_risk_score,steam_daily_ret_3d,steam_daily_ret_7d,steam_daily_slope_7d,steam_daily_ema_gap_3_14,steam_daily_range_14d_pct,steam_daily_downside_14d_pct,trade_days,steam_trade_currency,risk_collected_at_utc
AK-47 | Aquamarine Revenge (Minimal Wear),ok,,best_deal,2026-04-17T00:32:58.323907+00:00,73.6,,50,True,8,-0.0014349808811427,0.0004162619675314,72.48875,72.3825,1/1,87.6595,86.245,82.0838,83.2715,90.1,92.1274,79.843,111.96,63,7.789800306869184,11.45751458769443,4.747004032649067,0.9517514058786016,1.26,-0.0418228524246853,0.0511872210147468,0.009686235556229,-0.0022151089306204,,0.1032476086195302,0.0676367436095533,7,3,2026-04-27T02:26:55.617767+00:00
MP9 | Arctic Tri-Tone (Factory New),ok,,best_deal,2026-04-18T06:34:20.385648+00:00,14.83,,50,True,8,-0.0056891918776369,-0.0078714341035238,15.91125,15.825,1/1,18.5985,18.17,16.946,17.388,19.254,20.978,16.538,28.063,573,10.033067182837323,21.679167674812483,6.581175901282362,0.9326362135388002,11.46,-0.049590590043997504,0.08782181081862883,0.10184588338704947,0.006309030198948874,0.022831917403560054,0.1258841674200924,0.09413391480082962,7,3,2026-04-27T03:17:02.494117+00:00
MP9 | Deadly Poison (Factory New),ok,,best_deal,2026-04-18T07:26:08.851093+00:00,14.76,,44,False,8,0.0519529723649249,0.0591746817786814,16.97625,17.97125,1/1->1/1,15.3654,16.14,13.5793,13.7297,16.803,16.828,12.316,17.145,24,20.001431788303602,21.142957553984925,16.665365040936134,0.8413444857496902,0.5454545454545454,-0.11091955332003545,0.008788380216951719,-0.15706999324033666,-0.03477346014073089,-0.09737243623149594,0.31716118684843625,0.008711817452795829,7,3,2026-04-27T03:17:13.047049+00:00
MP9 | Food Chain (Well-Worn),ok,,best_deal,2026-04-18T07:29:11.021411+00:00,3.57,,50,True,8,-0.0117673896155311,-0.0099959999673466,3.55875,3.5175,1/1,4.2271,4.228,4.021,4.111,4.314,4.4435,3.906,4.645,426,4.802346762555896,9.995032055073226,4.8969742849707805,0.9510406811731316,8.52,-0.041164393497549426,-0.05476842481247779,-0.0736289381563594,-0.010513758504058588,-0.039154894386307926,0.13364403577276734,0.0,7,3,2026-04-27T03:17:22.452450+00:00
MP9 | Hydra (Minimal Wear),ok,,best_deal,2026-04-18T07:31:43.848593+00:00,12.85,,50,True,8,0.0213373515046469,0.0185947461265386,13.23125,13.525,1/1,14.934,14.514,13.7394,13.965,15.3385,15.9756,11.888,30.922,87,9.197134056515335,14.97388509441543,5.186822016874244,0.9466308391897479,1.74,-0.021775857407687775,0.017383989906070374,-0.014663951120163055,-0.016169304808762632,-0.03953833006918828,0.20139175968030867,0.03548298194846347,7,3,2026-04-27T03:17:34.417536+00:00
MP9 | Latte Rush (Field-Tested),ok,,best_deal,2026-04-18T07:32:36.174920+00:00,23.86,,50,True,8,-0.0197143528862203,-0.0269592902117127,25.24,24.75125,1/1,40.3982,40.4175,33.584,38.64,43.27,47.4,27.007,60.356,230,11.460906674059741,34.19954354401927,16.915357614943225,0.8309271973773739,4.6,-0.17390416849552853,-0.011130494606746977,0.36371645432366506,0.03671234386026737,,0.3686080604283656,0.26670973512895696,7,3,2026-04-27T03:17:42.450312+00:00
MP9 | Music Box (Factory New),ok,,best_deal,2026-04-18T07:35:21.248257+00:00,87.55,,33,False,8,-0.0067245273504294,-0.0132992272376388,87.57249999999999,86.9925,1/1->1/1,93.6976,95.7245,86.1791,94.0812,97.569,97.6068,76.296,99.568,12,3.7224005737607015,12.19636362083981,10.187454107682589,0.9002825817841827,0.36363636363636365,-0.10590509694930617,-0.1924212754697009,-0.23353726530243213,-0.042725294460799604,,0.6052479815455594,0.0,7,3,2026-04-27T03:17:50.958088+00:00
MP9 | Music Box (Field-Tested),ok,,best_deal,2026-04-18T07:35:33.105640+00:00,12.12,,25,False,8,-0.0444159633313043,-0.0486861059134515,12.105,11.59,1/1->1/1,14.0542,14.3585,11.5311,13.0642,15.145,15.145,11.315,17.008,12,14.805538557868822,25.7140214313159,20.11782954561625,0.8030852804958736,0.48,-0.24218902447956764,0.3323656197765461,0.0670753188191362,0.054442715079527124,,0.24945526576427857,0.24945526576427857,7,3,2026-04-27T03:18:01.884070+00:00
MP9 | Orange Peel (Factory New),ok,,best_deal,2026-04-18T07:38:22.215772+00:00,10.69,,32,False,8,0.051451795289797,0.0688521757422767,12.9875,13.74125,1/1->1/1,10.1662,9.837,9.617,9.7218,10.427,11.376,9.196,11.409,60,6.936711849068478,17.30243355432707,2.164033758926628,0.9776354579648268,1.875,0.038984214681043704,-0.01911151773914821,-0.18370627300029607,-0.03361266271903413,,0.288941859260027,0.002798217431858146,7,3,2026-04-27T03:18:13.354697+00:00
MP9 | Rose Iron (Factory New),ok,,best_deal,2026-04-18T07:40:01.742480+00:00,26.58,,50,True,8,0.0195006130963771,0.0197461033667235,27.56125,28.12,1/1,26.2215,25.008,23.461,24.52,28.076,30.4804,21.367,30.965,55,13.561390462025441,26.76963560437046,5.899738763991383,0.938139795265515,1.1,-0.03305238864885835,0.02254805848003061,-0.20797636144538545,-0.0444101653529637,-0.09154834812505386,0.3328887036265111,0.022050854522717798,7,3,2026-04-27T03:18:22.608819+00:00
MP9 | Ruby Poison Dart (Factory New),ok,,best_deal,2026-04-18T07:40:46.553121+00:00,8.83,,50,True,8,0.0163629863737953,0.0120452810224901,8.96,9.10875,1/1,9.7758,9.707,9.0549,9.213,10.0,10.812,8.008,13.897,184,8.050492031342712,17.973976554348486,6.67055381656745,0.9328216750798393,3.68,-0.03693763473039672,-0.05824641123618712,-0.18049876432262424,-0.030064944015401496,-0.06282830054024768,0.22025441386116915,0.0,7,3,2026-04-27T03:18:30.531849+00:00
MP9 | Sand Dashed (Factory New),ok,,best_deal,2026-04-18T07:41:28.761121+00:00,3.15,,50,True,8,0.0398190176464854,0.0400452295613586,3.6375,3.78875,1/1,3.3207,3.273,2.886,3.0248,3.453,3.88,1.875,4.44,150,12.89487156322462,29.933447767037062,11.654169301653267,0.8817598533455545,3.0,-0.06468147554348803,0.21968121968121967,-0.17467760844079716,-0.035308658003300485,-0.024765660116411126,0.4102272727272727,0.18011363636363634,7,3,2026-04-27T03:18:38.553534+00:00
MP9 | Setting Sun (Factory New),ok,,best_deal,2026-04-18T08:23:07.525327+00:00,63.27,,50,True,8,-0.0419495132277365,-0.0414961837334064,66.34375,63.665,1/1,85.5312,87.253,73.715,78.2615,91.797,96.626,69.168,98.312,11,15.825219335166581,26.78671642628655,15.82814224516901,0.84484201116294,0.22,-0.19850373906593163,0.12623101702715145,0.08920340028356888,0.0016152491626682019,,0.21315618962004768,0.11208270338740649,7,3,2026-04-27T03:18:48.771534+00:00
MP9 | Setting Sun (Minimal Wear),ok,,best_deal,2026-04-18T08:23:39.346313+00:00,36.36,,32,False,8,0.0086808525885423,0.0153620949768518,36.38,36.71,1/1->1/1,42.2146,40.541,38.9846,40.541,43.305,46.5654,37.947,48.739,5,6.54749778512648,17.95776816551619,3.6868761044756946,0.9616092350953357,0.15625,-0.026926873541272867,0.10477771628850752,0.10277251683501687,-0.02244644535562575,,0.23900961286167488,0.09484054099181831,7,3,2026-04-27T03:18:59.027721+00:00
MP9 | Starlight Protector (Battle-Scarred),ok,,best_deal,2026-04-18T08:25:53.124744+00:00,69.88,,50,True,8,0.0060516874281092,0.0025361330002083,70.57,70.99625,1/1,83.5663,84.441,78.116,80.81,86.321,88.338,63.887,91.431,257,6.594763678659933,12.232203651471938,7.568840549360212,0.9250956289006524,5.14,-0.053873350642669564,0.012952966551079026,0.04350494709189556,0.0027448933523318087,0.0028583194685685154,0.10738065548314236,0.04169117474060651,7,3,2026-04-27T03:19:08.740630+00:00
MP9 | Urban Sovereign (Factory New),ok,,best_deal,2026-04-18T08:27:44.481993+00:00,8.25,,50,True,8,-0.0160606060606059,-0.0145454545454544,8.3825,8.25,1/1,9.1892,8.871,8.473,8.606,9.162,9.3978,7.923,17.077,635,6.050581116963402,10.063988160013922,4.331171375092497,0.9551347086010596,12.7,-0.03663790846840274,-0.03566104804494896,-0.09889638915675558,-0.017157909258508987,-0.06475065137267633,0.19821640903686086,0.0,7,3,2026-04-27T03:19:16.174792+00:00
Negev | Nuclear Waste (Minimal Wear),ok,,best_deal,2026-04-18T08:42:00.352920+00:00,6.3,,15,False,8,-0.0290805146557416,-0.0202213150597408,6.49,6.3125,1/1->1/1,6.7512,6.26,5.8886,6.054,7.406,8.061,5.521,9.003,25,20.026069439507044,32.17798317336177,5.501244223249193,0.940670926517572,1.6666666666666667,-0.07557358224278792,0.3597116340735831,0.4700770471241711,0.013915066120704613,,0.33310987872508974,0.33310987872508974,7,3,2026-04-27T03:19:23.458471+00:00
Negev | Phoenix Stencil (Factory New),ok,,best_deal,2026-04-18T08:43:52.615219+00:00,32.92,,17,False,8,-0.0343672262074017,-0.0299200757945764,37.825,36.50375,1/1->1/1,35.433,33.614,33.3948,33.477,36.4795,38.1988,33.34,39.345,3,8.473739169700576,13.557982671520904,0.6186323483758099,0.9934789075980246,0.17647058823529413,-0.03914192820544565,-0.07507738873220071,-0.24253554769362518,-0.013659249860970064,,0.320193966799548,0.0,7,3,2026-04-27T03:19:32.326762+00:00
Nova | Green Apple (Factory New),ok,,best_deal,2026-04-18T09:42:37.348687+00:00,16.8,,50,True,8,-0.0349237786208901,-0.0355456710563182,19.3425,18.71,1/1,18.7478,18.852,17.465,17.8002,19.5795,19.9765,17.094,20.356,16,9.490713577059703,13.396238491983068,7.398201388962973,0.9264269043072353,0.32,-0.10649431388640282,-0.09376297218762963,-0.12418825063310168,-0.006383613879999518,,1.0372745490981963,0.47804179788147727,7,3,2026-04-27T03:19:43.120558+00:00
Nova | Red Quartz (Field-Tested),ok,,best_deal,2026-04-18T10:34:50.925858+00:00,10.17,,20,False,8,0.00647804952667,0.0014450867052023,10.1925,10.2625,1/1->1/1,11.0851,11.123,10.288,10.9995,11.485,11.8286,9.2,11.957,14,4.379753001777161,13.897935065989476,7.53263389595041,0.9249303245527286,0.7,-0.06423931100526863,-0.16312620222463847,-0.034028381117868656,-0.010747883407588516,,0.22140608604407142,0.0,7,3,2026-04-27T03:19:52.755600+00:00
Nova | Rising Skull (Factory New),ok,,best_deal,2026-04-18T10:35:48.082874+00:00,13.14,,18,False,8,0.0093433643140448,0.0280251773396467,12.57375,12.69,1/1->1/1,13.781,13.7215,13.2148,13.675,14.1475,14.3959,12.136,14.787,20,3.428633626006822,8.570495609897677,3.6768013932225556,0.9630725503771453,1.1111111111111112,-0.020934427787910673,-0.002443739285844515,-0.0356135401974611,0.006063967356547335,,0.13930530164533828,0.08314442413162708,7,3,2026-04-27T03:20:01.064346+00:00
Nova | Rising Sun (Factory New),ok,,best_deal,2026-04-18T10:36:38.029709+00:00,7.3,,50,True,8,-0.0186309599329345,-0.0172719271172684,7.38,7.245,1/1,9.1443,9.307,8.376,8.803,9.47,9.545,8.115,12.862,285,7.294161390155615,12.78392003761907,10.181205778463097,0.8999677661974856,5.7,-0.10392152166354893,-0.04850619107122589,-0.13193077002798215,-0.02641316258013336,-0.06545145798170238,0.15401146131805168,0.0,7,3,2026-04-27T03:20:11.036143+00:00
Nova | Sobek's Bite (Field-Tested),ok,,best_deal,2026-04-18T10:39:13.368949+00:00,12.77,,30,False,8,-0.0378397373829114,-0.022653096991557,13.20875,12.7275,1/1->1/1,13.877,14.1495,12.6508,13.384,14.628,14.6966,11.282,14.954,42,8.964473589392517,14.742379476832165,10.799884701304311,0.894081062935086,1.4,-0.1382343595617224,-0.03161665265543334,-0.09988448732758037,-0.005159189014661344,,0.18079565184570087,0.0,7,3,2026-04-27T03:20:19.844117+00:00
Nova | Yorkshire (Factory New),ok,,best_deal,2026-04-18T10:46:55.890757+00:00,3.98,,50,True,8,0.0306473272307298,0.0318101509797623,4.5125,4.65625,1/1,5.3464,5.2,4.692,4.94,5.518,6.034,4.364,10.551,281,10.81101301810563,25.101002543767763,9.501720784079007,0.9023076923076923,5.62,-0.04795272082126627,0.0629301868239922,0.1648706896551726,0.0012584277393544174,,0.19056429232192418,0.15226641998149867,7,3,2026-04-27T03:20:30.735524+00:00
P2000 | Dispatch (Factory New),ok,,best_deal,2026-04-18T11:51:40.503728+00:00,56.44,,46,False,8,0.0316613520043059,0.01988254511932,56.78,58.5775,1/1->1/1,59.821,59.432,56.835,57.502,61.946,62.4168,56.835,64.3,9,7.428829340866912,9.330836997041175,4.341284833085374,0.956303001749899,0.1956521739130435,-0.010199399170294443,0.08992698161344226,-0.011726041384151453,0.01313491471227327,,0.17369967390953409,0.08250734510702866,7,3,2026-04-27T03:20:39.242122+00:00
P2000 | Imperial Dragon (Battle-Scarred),ok,,best_deal,2026-04-18T12:02:30.253550+00:00,11.15,,39,False,8,-0.0475566636311603,-0.0505705461850533,11.74375,11.23,1/1->1/1,13.1112,12.81,12.385,12.555,13.0583,13.7205,10.487,25.375,42,3.8387027884556666,10.185947891878696,3.24150344743426,0.9668227946916471,1.0769230769230769,-0.07362328986845988,-0.01624506846135987,0.009445943800603152,-0.01178476778584116,-0.008552355998362238,0.1285680585043642,0.020838248014468864,7,3,2026-04-27T03:20:50.814166+00:00
P2000 | Imperial Dragon (Minimal Wear),ok,,best_deal,2026-04-18T12:02:43.386095+00:00,13.1,,50,True,8,-0.038582305692247,-0.0336485028861295,13.95875,13.43625,1/1,14.7168,14.743,13.341,14.16,15.0,15.675,11.017,20.739,61,5.707762557077626,15.8594259621657,9.526527505979567,0.9049040222478464,1.22,-0.1269205212630299,0.05615777327085825,0.004723571286008976,-0.0021464023046307173,-0.021661290744586892,0.12647331479274268,0.05317176532909554,7,3,2026-04-27T03:20:58.119601+00:00
P2000 | Panther Camo (Minimal Wear),ok,,best_deal,2026-04-18T12:08:26.889964+00:00,7.74,,19,False,8,-0.0187094890643886,-0.028360282201562,7.8975,7.7575,1/1->1/1,9.158,9.282,8.548,8.5608,9.4518,9.865,8.541,9.865,8,9.729198514959599,14.380869185411665,8.014850404018345,0.920922215039862,0.42105263157894735,-0.09580578984044888,-0.0805239424522225,-0.003954408001860976,-0.00864133883284568,,0.22512844465203186,0.06644091546006549,7,3,2026-04-27T03:21:06.397265+00:00
P2000 | Space Race (Factory New),ok,,best_deal,2026-04-18T12:23:58.661096+00:00,57.88,,45,False,8,0.0321086396692389,0.0418752533970334,69.84125,72.9,1/1->1/1,60.1915,59.8945,59.3276,59.4235,61.1158,61.5153,59.288,61.527,10,2.811526544445649,3.6345663424237755,0.9418273344243024,0.9905350240840143,0.2222222222222222,0.024433369839373883,0.02703921061199277,-0.1090608887086495,-0.012056900289492257,,0.1996618655915728,0.03285430958806138,7,3,2026-04-27T03:21:13.609354+00:00
P2000 | Turf (Factory New),ok,,best_deal,2026-04-18T12:25:40.607203+00:00,21.24,,33,False,8,0.0521816768145743,0.042317103364051,27.46,28.8825,1/1->1/1,23.8763,23.64,22.8847,23.512,24.355,25.3529,19.657,26.88,82,3.5306978049362754,10.337447594476544,3.163387962121442,0.9680499153976311,2.484848484848485,0.031391475202874365,0.012620103081850464,-0.1358288382869347,0.01013695286424424,-0.00562750328085293,0.19907000125675514,0.041891835281303816,7,3,2026-04-27T03:21:21.622840+00:00
P250 | Bengal Tiger (Minimal Wear),ok,,best_deal,2026-04-18T12:31:28.501033+00:00,28.02,,50,True,8,-0.0209978526841692,-0.0220169178798266,30.925,30.31625,1/1,29.9761,30.486,28.8271,29.0135,30.7,30.706,28.819,30.706,10,5.6261488319027455,6.267993501489514,5.534075480132502,0.9455848586236305,0.2,-0.07475498256454173,0.005238001702350559,-0.022382119774586928,-0.011468224838178855,,0.15537679932260798,0.060704748257669534,7,3,2026-04-27T03:21:30.839222+00:00
P250 | Black & Tan (Factory New),ok,,best_deal,2026-04-18T12:32:13.557331+00:00,34.4,,24,False,8,-0.0013597947776445,0.0357213787946938,38.3175,38.4575,1/1->1/1,37.365,37.365,34.973,35.87,38.86,39.757,34.375,40.355,2,8.00214104108123,12.803425665729959,6.4017128328649875,0.9359828716713501,0.08333333333333333,-0.06468168098111014,-0.14818485937306403,-0.07412395291836138,-0.015649050314839135,,0.17992727272727257,0.005963636363636314,7,3,2026-04-27T03:21:41.744967+00:00
P250 | Boreal Forest (Factory New),ok,,best_deal,2026-04-18T12:34:16.700248+00:00,5.98,,24,False,8,0.0334699964515632,0.1056803763865367,7.92625,8.2575,1/1->1/1,7.4998,7.692,6.3534,7.102,8.096,8.2466,4.802,9.948,183,13.253686764980396,25.243339822395278,17.84847595935892,0.82597503900156,7.625,-0.12629958106711978,0.054125138427463915,-0.15388888888888885,-0.00996855748475674,0.05560428002272966,0.6598818122127379,0.3680892974392646,7,3,2026-04-27T03:21:49.486177+00:00
P250 | Cartel (Field-Tested),ok,,best_deal,2026-04-18T12:36:06.234568+00:00,9.38,,50,True,8,0.0193981404566976,0.0109237688922735,9.82875,10.03,1/1,10.5843,10.598,10.1522,10.2368,10.957,11.1066,9.341,11.57,100,6.8044178641950825,9.017129144109669,4.211898755704205,0.9579354595206643,2.0,-0.013178422005951198,0.047739919945328335,-0.0074909830759271046,-0.007367908331776759,-0.004796647183637592,0.13734625419306748,0.0455646664181885,7,3,2026-04-27T03:21:57.310724+00:00
P250 | Contaminant (Factory New),ok,,best_deal,2026-04-18T12:37:43.246260+00:00,13.24,,32,False,8,0.0593836090690104,0.0717510512486386,16.2975,17.4,1/1->1/1,14.6722,14.495,12.2675,13.3285,16.4908,17.341,11.299,17.435,36,21.55300500265809,34.57899974100681,15.181772331347712,0.8463263194204899,1.125,-0.08588693555674011,0.10170040485829968,-0.1837787576112061,-0.04843149511640905,,0.35488019991180364,0.09231221519917684,7,3,2026-04-27T03:22:07.767818+00:00
P250 | Digital Architect (Factory New),ok,,best_deal,2026-04-18T12:42:58.596441+00:00,97.51,,16,False,8,-0.0122165194044026,0.0198187677107151,100.73125,99.6275,1/1->1/1,,,,,,,,,0,,,,,0.0,-0.0122165194044026,,,,,0.018310940926344492,0.018310940926344492,7,3,2026-04-27T03:22:17.187959+00:00
P250 | Epicenter (Field-Tested),ok,,best_deal,2026-04-18T13:24:53.532141+00:00,5.33,,50,True,8,-0.0109275703492726,-0.0057324887247675,5.52,5.46375,1/1,6.4491,6.371,6.077,6.196,6.6815,6.8605,5.154,7.313,316,7.528182226977409,12.148982028500104,4.558775643113,0.9538533982106419,6.32,-0.03922510515923476,0.00039607097591876084,-0.01765712507778472,-0.006009520955589661,-0.026755721439905678,0.15060574867368748,0.012590070472721428,7,3,2026-04-27T03:22:27.095809+00:00
P250 | Franklin (Factory New),ok,,best_deal,2026-04-18T13:29:02.782921+00:00,7.47,,50,True,8,0.0156921478109468,0.0069048189504611,8.6575,8.81875,1/1,8.0673,7.88,7.585,7.6837,8.501,8.629,5.513,11.794,226,10.131022770939465,12.941132720984713,3.6567376941479797,0.9625634517766497,4.52,-0.006036447575949018,-0.06500260010400416,-0.15428033866415802,-0.027018694474473352,-0.09349500360106733,0.30075083426028926,0.0,7,3,2026-04-27T03:22:37.049096+00:00
P250 | Kintsugi (Field-Tested),ok,,best_deal,2026-04-18T13:33:51.500801+00:00,7.36,,50,True,8,0.0001698369565217,0.0,7.358750000000001,7.36,1/1,8.8789,8.76,8.008,8.374,9.304,9.92,7.581,10.641,1100,10.474270461431031,21.5341990561894,8.469517620425963,0.9141552511415524,22.0,-0.05729078252738608,0.017453057294174235,-0.09078197267935906,-0.019528083319013425,-0.0617577242448063,0.22903111321424346,0.018218384005678448,7,3,2026-04-27T03:22:44.852812+00:00
P250 | Mehndi (Battle-Scarred),ok,,best_deal,2026-04-18T13:34:14.522113+00:00,18.84,,32,False,8,0.0234877785416789,0.0196185286103544,17.928749999999997,18.36,1/1->1/1,17.0438,17.1745,16.4834,16.9073,17.3603,17.3913,16.145,17.538,10,2.6578579894155023,5.326863727572498,4.054846923808063,0.9597601094646133,0.3125,-0.014698704454841845,0.0666769897801176,0.03612899344203102,0.0038701645587805628,,0.11189501495223991,0.06250907296112414,7,3,2026-04-27T03:22:52.023253+00:00
P250 | Mehndi (Minimal Wear),ok,,best_deal,2026-04-18T13:34:48.736188+00:00,23.49,,50,True,8,-0.0097199455398501,-0.0090671399793091,24.0525,23.79875,1/1,25.5853,25.1525,24.4373,24.7535,25.8328,27.5896,23.0,29.566,10,4.218437931155781,12.320746678756944,2.7953551453373593,0.9715654507504224,0.2,-0.0360898720722712,-0.1300480281404316,-0.08944154349942479,-0.027048213547717005,,0.1866956961237899,0.037206951518214716,7,3,2026-04-27T03:22:59.717100+00:00
P250 | Muertos (Factory New),ok,,best_deal,2026-04-18T13:37:49.406956+00:00,38.06,,50,True,8,0.0180416041445414,0.0106171495871521,37.62875,38.33,1/1,39.9037,40.059,38.431,39.879,40.434,41.092,34.4,42.716,41,1.3908484676859532,6.668554545067253,4.079822171878798,0.9593599440824784,0.82,-0.01755518981454509,-0.014235051955459599,-0.06666197050812428,-0.004461564696609664,-0.04889447136053804,0.2070995496742056,0.0,7,3,2026-04-27T03:23:07.632327+00:00
P250 | Muertos (Field-Tested),ok,,best_deal,2026-04-18T13:37:55.196512+00:00,12.75,,50,True,8,0.0122062370716708,0.0111710235401222,13.44375,13.60875,1/1,14.8026,14.629,13.91,14.3285,15.3095,16.135,13.004,16.991,107,6.627214138056827,15.0311431775499,4.857254806588028,0.9508510492856656,2.14,-0.026427718032745177,0.005113043478260915,-0.13704234605506793,-0.014603559547382905,-0.041959913026683004,0.1638924455825866,0.005087033256047288,7,3,2026-04-27T03:23:18.544011+00:00
P250 | Nevermore (Factory New),ok,,best_deal,2026-04-18T13:38:14.980101+00:00,4.17,,50,True,8,-0.0068752584959367,0.0,4.41875,4.3875,1/1,4.5551,4.487,4.273,4.402,4.6975,4.75,3.44,6.376,291,6.487234089262577,10.4717788852056,4.698030778687634,0.9523066636951192,5.82,-0.037179878789683464,-0.02488231338264979,-0.12474849094567408,-0.01452858082480661,-0.05935159532886847,0.18091954022988505,0.0,7,3,2026-04-27T03:23:26.229865+00:00
P250 | Steel Disruption (Factory New),ok,,best_deal,2026-04-18T14:27:24.981112+00:00,16.74,,50,True,8,0.0580371587852259,0.0626983761229579,19.6275,20.885,1/1,18.5296,17.227,16.5906,16.905,21.102,21.11,15.384,21.11,45,22.6502460927381,24.390164925308703,3.434504792332279,0.9630579903639634,0.9,0.029267182880959686,-0.019699265648677078,-0.20390003786444533,-0.040087159050769504,-0.061026671140436584,0.25612366230677763,0.0,7,3,2026-04-27T03:23:35.381590+00:00
P250 | Supernova (Factory New),ok,,best_deal,2026-04-18T14:27:58.581127+00:00,6.73,,50,True,8,0.0263631210734288,0.0174153775303008,6.76125,6.94625,1/1,7.2801,7.47,6.837,6.9495,7.495,7.769,6.196,7.965,230,7.493028941910146,12.80202195024794,8.694935509127621,0.9152610441767068,4.6,-0.045622473477723406,-0.03346813554594896,-0.12332405767771304,-0.021624898044668137,-0.03657426210248527,0.1424036935507142,0.0017313518972731864,7,3,2026-04-27T03:23:43.398402+00:00
P250 | Vino Primo (Minimal Wear),ok,,best_deal,2026-04-18T14:30:57.381354+00:00,3.57,,50,True,8,0.0186836647933768,0.020334928229665,4.15125,4.23375,1/1,4.3895,4.289,4.1914,4.22,4.625,4.786,3.761,5.003,249,9.22656338990774,13.545961954664538,2.223487868777763,0.9772441128468174,4.98,0.01198280978536739,0.14178579798453228,0.10676965015901851,-0.0019545256480739365,0.021531774878352783,0.13875205254515602,0.13875205254515602,7,3,2026-04-27T03:23:52.643035+00:00
P250 | Visions (Field-Tested),ok,,best_deal,2026-04-18T14:31:24.022776+00:00,3.71,,50,True,8,0.0432374695836973,0.0414470554657026,4.5575,4.76375,1/1,4.5258,4.429,4.342,4.393,4.625,4.872,4.0,5.025,1901,5.126165539794074,11.710636793495077,1.92231207742279,0.9803567396703543,38.02,0.055840094110639386,0.038097385031560016,0.01655629139072845,0.001133259180932695,-0.0076674737686759364,0.07752442996742656,0.054288816503800214,7,3,2026-04-27T03:24:02.116969+00:00
P90 | Ancient Earth (Well-Worn),ok,,best_deal,2026-04-18T14:35:03.849455+00:00,12.72,,50,True,8,-0.0238491619526178,-0.0267161619383298,12.42,12.13,1/1,7.9778,7.837,7.7736,7.837,7.859,7.871,7.661,11.726,90,0.27576524856477025,1.2208879641003831,0.7947053072275525,0.9919101697077964,1.8,-0.022853054398048942,0.0010218418699705634,-0.40516129032258075,-0.09349348723257357,,1.09034069159117,0.007655990812810975,7,3,2026-04-27T03:24:10.666028+00:00
P90 | Attack Vector (Minimal Wear),ok,,best_deal,2026-04-18T14:39:38.108545+00:00,16.31,,50,True,8,-0.0027036423422587,-0.0003028467595396,17.08125,17.036250000000003,1/1,20.2483,19.913,17.929,19.445,20.3195,22.3438,17.008,28.014,19,4.318881091252111,21.803311882972906,9.798353442017364,0.9003665946868878,0.38,-0.09788959503440761,-0.02536213723622882,-0.04098441507200634,-0.0038546143361046304,,0.04497300077140659,0.0,7,3,2026-04-27T03:24:19.136158+00:00
P90 | Chopper (Factory New),ok,,best_deal,2026-04-18T14:42:58.492069+00:00,8.57,,50,True,8,-0.0400513106407497,-0.0390785234475352,8.9125,8.57375,1/1,9.5603,9.645,8.7644,9.448,9.743,10.0664,7.881,11.375,85,3.085677227702059,13.618819493112136,9.211008022760787,0.9086988076723692,1.7,-0.12353411558517782,-0.1264296754250387,-0.14922227797290522,-0.026507637805670843,-0.0489111988285057,0.18648266100495395,0.0,7,3,2026-04-27T03:24:29.714629+00:00
P90 | Deathgaze (Minimal Wear),ok,,best_deal,2026-04-18T14:47:02.230690+00:00,15.04,,50,True,8,-0.0152925531914893,-0.0139627659574468,15.27,15.04,1/1,15.4639,15.444,14.849,15.145,15.6657,16.168,13.739,17.504,884,3.367197149490101,8.529543000148728,3.847671027360502,0.9614737114737114,17.68,-0.02834172602721283,-0.03511608355429097,-0.03492884864165591,-0.006984398933223969,-0.0429566573733261,0.1610589812332439,0.0030160857908847136,7,3,2026-04-27T03:24:38.278960+00:00
P90 | Deathgaze (Well-Worn),ok,,best_deal,2026-04-18T14:47:05.275196+00:00,6.88,,50,True,8,0.012172965116279,0.0116279069767442,6.79625,6.88,1/1,7.4567,7.307,7.091,7.165,7.871,8.082,6.88,8.367,891,9.46799522577012,13.290061287164571,2.8967237517936915,0.970439304776242,17.82,0.008698119980166851,-0.04351991241275499,-0.10236321602876952,-0.024419484097914872,-0.06293364408213231,0.19716697667763644,0.0,7,3,2026-04-27T03:24:48.793428+00:00
P90 | Elite Build (Factory New),ok,,best_deal,2026-04-18T15:30:33.771275+00:00,7.67,,47,False,8,0.0076078531414557,0.0107461281733258,9.60625,9.6925,1/1->1/1,8.3811,8.136,7.863,8.004,8.4183,9.401,7.371,10.718,96,4.943265203851532,18.350813139086746,3.2573289902279985,0.9664454277286137,2.0425531914893615,-0.0153006731702374,0.025283894849112087,-0.2609442836468886,-0.03184611057623051,-0.018550411078817497,0.5497491127157018,0.1966711540815077,7,3,2026-04-27T03:24:56.980521+00:00
